Path,Coverage,SHA,Content_SHA256,Limit
README.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,38e2c1af58923228ddfdf86d586eac82f8ed48ef8dfeb09711e16eb23bb3b893,Not exhaustive behavioral review
README_RELEASE_TRUTH.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,2d5c927039d26ddb72a6e75123b9e144f27ab987bb8c25a12021b7f28981b59c,Not exhaustive behavioral review
REQUIREMENTS_LEDGER.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,888766c73470e02dc92035316b3ebb00ca606bd6f088ac09fe7089829728926c,Not exhaustive behavioral review
ROADMAP_STATUS.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,884aacac09952f81016be3bac8303e58ecc0d55408bbba79f232387382f6b240,Not exhaustive behavioral review
STORAGE_RESILIENCE_CHECKUP_2026-09-21.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,4dc30273be494f0395ab1dd1405fadb959d34d556bc8716c7682d1f10f6d949f,Not exhaustive behavioral review
VERSION,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,3713acffd953d571bccbe163951aeef988a75f945c049b7fba53f080311267fa,Not exhaustive behavioral review
WAVE5_COORDINATION_01a0c5da.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,3fc8e1ebd1de8cb726d798ff60b336d6f8f25ffcab02ce517c51b9fec95a20b6,Not exhaustive behavioral review
alembic.ini,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,3812831bdae1c98856b171543552500661db76ac870cdea77399eb010fc698da,Not exhaustive behavioral review
assets/fonts/Vazirmatn.ttf,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,b69fd4c680b8f3f225feabcc655a2c585d97627b8f5f5c0f9985e894069f3a56,Not exhaustive behavioral review
docker-compose.yml,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,874d9489eee0a50411a0545d892610b7a28fb08360b6f63f9646aedb22cdad19,Not exhaustive behavioral review
docs/DECISION_LOG.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,dfe6f8e317949423b31e71725b9b7a09b898cfd0e7451bea862d1ee30c820ec5,Not exhaustive behavioral review
docs/MIGRATION_GUIDE.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,f5e8ac5947d9bdf3f1791f2fa363ad5b6e68e385331cc1962938931bffb4db26,Not exhaustive behavioral review
docs/MULTI_AGENT_PROTOCOL.fa.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,2ccb71d3160c57bb1c9f4af20ef9021e15fbfed104d6b712d631aceb5b2e539b,Not exhaustive behavioral review
docs/MULTI_AGENT_PROTOCOL.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,05ce5d2114e885e392790addcba9361c75519d6876fd4ea56b696f90e215771e,Not exhaustive behavioral review
docs/NAGAR_70_OPERATIONS_TDD.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,4b26415bca8a8390c0f330e67d9679ee998ed64509520f7395ead524d50c1dad,Not exhaustive behavioral review
docs/README.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,d39572d7fb641a8ddb1b495884a827c04017ee71a7e3ebb86e650f28affd70b2,Not exhaustive behavioral review
docs/architecture.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,1aa3aceb0e9a1d8c0753af015156127b2d4694356d13127360e4c204aee5e55a,Not exhaustive behavioral review
docs/architecture/COMMAND_CAPABILITY_CONTRACT.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,cec0cac6b0949da4b300268d233e21687a176f4c74b45df5751b57798aa6ef09,Not exhaustive behavioral review
docs/architecture/CREATIVE_STUDIO.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,ccd008e02df3a83894a770654285319f6721970313e76680cea6767352a4ce27,Not exhaustive behavioral review
docs/architecture/DATA_AND_STORAGE.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,bb6348fd00da918fcbb1809ae9ba52b8113c625bb762a8b210d6102d986d724d,Not exhaustive behavioral review
docs/architecture/DATA_LIFECYCLE.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,07d228f91537c36354dda1b01100c45bf63b12511423dfb6f760c4159fde2945,Not exhaustive behavioral review
docs/architecture/JOB_LIFECYCLE.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,5e57e8b7b165d12f1d8d19aa01ded62a17fcd14c7c046efa56ea1a99fee569ba,Not exhaustive behavioral review
docs/architecture/LLM_PROVIDERS.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,f6a857c19c6e3f34e89faf0381ae220715a3f59cbcb99d46731d650059027a6a,Not exhaustive behavioral review
docs/architecture/MODULE_MAP.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,5b366ee89666d8209519a9a0f83b6a29776268ded4df589cb7a26a7c2ca6ff5e,Not exhaustive behavioral review
docs/architecture/OBSERVABILITY.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,c6103a1493ae25e18ede64a707a837a0587c91ca99d670a9d844d9144154f82f,Not exhaustive behavioral review
docs/architecture/OVERVIEW.fa.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,d4c7264c17f033fd5dfc7ffd8310f8ba865d6929b9f4f4d5a6bd564e38d17261,Not exhaustive behavioral review
docs/architecture/OVERVIEW.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,ee1bc621036bebfce907f5f84ccc32ebc4d141620aa3d665cfee67f77220886b,Not exhaustive behavioral review
docs/architecture/PORTS.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,96aeb7322ae7491c29d3eb1e19cb6f2cac990388b5cf83bcabe81174bf9a0727,Not exhaustive behavioral review
docs/architecture/REFERENCES.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,02254e64df8c3faae679d9e1fb85d25bd19d83da16f637f2eb6686c03f14e450,Not exhaustive behavioral review
docs/architecture/RETENTION_DECISION.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,8f9f3b62afdd857bae369304bd5a6f28616c8c73bfe06bfa40c2531934a70ca9,Not exhaustive behavioral review
docs/architecture/RUNTIME_FLOWS.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,bbce3c4dd3c9e9bd2e627ba60c588b47f2d84ec13e4c9189953a279635dfacae,Not exhaustive behavioral review
docs/architecture/SECURITY.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,d416793982e0bab8ffca12f2e71ce8b5b989e1c602fece5e83b3f6b80003d933,Not exhaustive behavioral review
docs/architecture/TESTING.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,4777667d209e11e78ee1b8093c90533c6bd3be736e0615b3f7716376719c29c6,Not exhaustive behavioral review
docs/architecture/adr/0001-docs-as-code-layout.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,2de08f5f5851335214b4f18047924bf9c6742182f333e13e2c30170edab88481,Not exhaustive behavioral review
docs/architecture/adr/0002-docs-as-code-enforcement.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,1d89c479c15315737d08aab2b32994088e685bf9c5bc34c7f0370dc4ae5efd28,Not exhaustive behavioral review
docs/architecture/adr/0003-mermaid-flowchart-for-c4-views.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,3bf5b6468485f4745d2b12e0402b2404aa50edd6a4f94e7bacd290906e1595df,Not exhaustive behavioral review
docs/architecture/adr/0004-board-schema-2.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,c03a530b7e9c88f0845c0d5aea082b34faf705efa6b11d22e765f4621b96e4ac,Not exhaustive behavioral review
docs/architecture/adr/0005-canonical-command-capability-contract.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,d48e30b14a45d76296954b68f526dc36e9e2c8eb14b652eacc66403dd7498665,Not exhaustive behavioral review
docs/architecture/adr/README.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,c9627a76d14e8e80308f2e8af6184c0d4458acede7057a061a1b9ac79ac8017d,Not exhaustive behavioral review
docs/architecture/adr/template.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,f4909b81fc4899cf84c90c3ff8d68b1d3fb840238482caaf219bb0432f430b72,Not exhaustive behavioral review
docs/audits/ARCHITECTURE_DOCS_2026-09-21.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,026fd89389d04d787c8c2f04a56ba3bea87f30843d7aec6d528a57bbf3b8198e,Not exhaustive behavioral review
docs/audits/AUDIT_REPORT_2026-09-21.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,ee71664d6126a5fa71a1de356b77838d316be96c0e171caf806b87f1d304af1d,Not exhaustive behavioral review
docs/audits/CROSS_PR_TRUTH_2026-09-24.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,ad8824c5a0354b769d931ac5feb3b56b793fb89a0c8fad990db8fc7407d8ec81,Not exhaustive behavioral review
docs/audits/DEAD_ENGINES_2026-09-22.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,d65f2d5c9c67633f92061b6614501e2cb3f3c7e765ae1df6dabd3bdb3739c2bc,Not exhaustive behavioral review
docs/audits/FORENSIC_PR40_CI_2026-09-21.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,57bcfbe25d1700414788a8bc54db9fafd9e25f3cfb93aab92ff15508265fec60,Not exhaustive behavioral review
docs/audits/GATE5_CLOSURE_2026-09-24.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,184ef33856297277a81b20dadc7e24bb930fb7a08fc3f06a092b64d58f15b1e0,Not exhaustive behavioral review
docs/audits/GATE5_TRUTH_MATRIX.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,9b0d99747d33f16df6c225530b3643a511782022297ba027650202791b6521f4,Not exhaustive behavioral review
docs/audits/HANDOFF_ANALYSIS_2026-09-21.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,256edafe090a58f1dd94095b3b53bcc4013d3f01c6c7a7f769517f1baddd09ed,Not exhaustive behavioral review
docs/audits/OWNER_HARDENING_CLOSURE.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,e0d51213445b66e8dd61c301eacf489f413e15e7cef8d41ad8c37a53e93cfc55,Not exhaustive behavioral review
docs/audits/OWNER_HARDENING_EVIDENCE/active-claims.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,e895bd4df8e57ced6e15ba331c21d94b074e528264331eb54f80012e40bbac85,Not exhaustive behavioral review
docs/audits/OWNER_HARDENING_EVIDENCE/branches.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,06c3d88167d5dc8a0ab2f8b24b2ec43ecbcedc42bde9562ba27f60c33278896d,Not exhaustive behavioral review
docs/audits/OWNER_HARDENING_EVIDENCE/claim-validation.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,3c74c03d60f79ca2190869e02c162537aa106333c5b11c63261b8d5fe70a8ae4,Not exhaustive behavioral review
docs/audits/OWNER_HARDENING_EVIDENCE/db-inventory.txt,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,e9881c3935dd894d169d692c07257d7badd58ba1408c3efb81b78b2478c5b23b,Not exhaustive behavioral review
docs/audits/OWNER_HARDENING_EVIDENCE/original-read-only.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,7c25b0f3b88e2af3593fb38ca828fbab3476c532518d2e101451e51206f08914,Not exhaustive behavioral review
docs/audits/OWNER_HARDENING_EVIDENCE/prs.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,69304bda207fd9bba5e8ac3d4e7d7d03a2d35eae6e6c6ee493ddd430c3070128,Not exhaustive behavioral review
docs/audits/P0_STABILIZATION_2026-09-24.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,f39ad265123b35ccd3519a9d5214e5324e6607c97847b67ca069e5f36b7e3eee,Not exhaustive behavioral review
docs/audits/PR32_TRIAGE_2026-09-21.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,a8fbcd33fdf0fb2aedad963498b0fb7fe825c5f86232b573c7d77242f3adb866,Not exhaustive behavioral review
docs/audits/REPO_HYGIENE_REPORT_2026-09-21.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,1dc2594a4ff281f848133a390a3a2153fe6381e0edc8985cd6a1e6a2032b6f23,Not exhaustive behavioral review
docs/audits/SESSION_PLAN_2026-09-21_01a0c506.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,d08d26316e580143c2aced726c68ae3f72f4104ec78cc14038e7527c8bb0840c,Not exhaustive behavioral review
docs/audits/VERIFICATION_GAP_REPORT_2026-09-24.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,4647eca4794ea16afa74c965398b21653ede4ed371e76f40cf53cc7403da8193,Not exhaustive behavioral review
docs/audits/VERIFICATION_TRUTH_MATRIX.json,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,edad10ce3338e459530f87fcf86defa41f782d33d079a749819825e2303f9e15,Not exhaustive behavioral review
docs/audits/WAVE5_ACTIVATION_2026-09-21.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,c151d0756f2c015e71a1cc2e59c8c681dbba3e03e734d9b8c64926453d4f8792,Not exhaustive behavioral review
docs/history/PHASE_D_ARCHITECTURE.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,20542bab71ff496211975ce2a0a9726dcf89105c2b93ef45e4b1dfe559a6e87c,Not exhaustive behavioral review
docs/history/architecture-v2.0.0.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,ca66026b9b0641f7be898904b1dcd4e4ec857c21de2724b9ce36324b8cca7f1e,Not exhaustive behavioral review
docs/history/todo-step3-pending.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,d5ef9b1f431e517f81e2d493fd87d8c4ea777af3a26b787871a6ec33f12a1d4a,Not exhaustive behavioral review
docs/history/todo-v1.2.0.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,b3139ba41a76e8256e095f4604a69481e91bffe95aa00b6bd50e1d5d47434ae5,Not exhaustive behavioral review
docs/history/todo-v1.3.0.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,fe370b6ed0bbf69bbdb07c488d01826ad1b8ec2e77ada35d0ee7f7c9d2fd605f,Not exhaustive behavioral review
docs/history/todo-v2.0.0.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,d57552eaaff7199f9f9d76102f847e935406dc91c0d09efdbc6fdffaf180ef03,Not exhaustive behavioral review
docs/history/todo-v2.1.0.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,a106da1d696e0673d6ca1cd8a22f9d5df771ed4007f5920ddb9171221ae8cf50,Not exhaustive behavioral review
docs/history/v2-roadmap-strategy.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,11077c2022f01018807f848a3716776d83de5eadcc8da2bdf767b82ba13058aa,Not exhaustive behavioral review
docs/ops/COLOR_LANE.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,a4d6a0ded98d08337aa0e3da1653d4fe0467614aad62b619e3fe95990cd82b5b,Not exhaustive behavioral review
docs/ops/DEPLOY_RUNBOOK.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,b99c9eaf4b5e03eb19fb289cd0b28b3d3a1c313e09aab7fd878218f572fe8510,Not exhaustive behavioral review
docs/ops/NEON_LIFECYCLE_RUNBOOK.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,82c4cda38b3dc333fa6e9a0ff7c285e7212043ec1d1c82feb3176b6690c42a82,Not exhaustive behavioral review
docs/ops/PACK_RUNTIME.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,c304cce4332554529eb141688e000ed0ec5789a41312d587fbb6f4b5fdb4a5d9,Not exhaustive behavioral review
docs/ops/RUNBOOK_HARDENING.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,f4931af8d104338be20e2072739f687a960d74656c69f94c93ba580643760b19,Not exhaustive behavioral review
docs/ops/deployment-koyeb.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,8fdb84e0e41459389cba973b8474825e2c30a4272f524db0ced3c78337369ef2,Not exhaustive behavioral review
docs/ops/r2-storage.md,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,1b2c02266cfcb9d72f87c983b256866014b95d2c018e6c7ec2ebac9e776b2887,Not exhaustive behavioral review
koyeb.yaml,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,44c0895fcd986376a2f6514dc1b186e80d6394d3dd5cd7631eac80ac7e2ea14f,Not exhaustive behavioral review
migrations/README,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,e2b42fc837eaa1d1a1a49c3be156228d19a014fe3d8e2e5c87211e996187b2ec,Not exhaustive behavioral review
migrations/env.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,62d575cd92bcab85a6fbe33a4d7c2f2495497c1f160178db076803a3065d40f2,Not exhaustive behavioral review
migrations/script.py.mako,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,d38920781b4d31ae1c0a71bc09f41c2ade8feab9e5a087e3f30cb4bbf0c1c9d3,Not exhaustive behavioral review
migrations/versions/.gitkeep,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,994c870664f6363d45737edaca579ff1fde3a4f1dc2aa02ed0a8aeecf07b91fd,Not exhaustive behavioral review
migrations/versions/47903d282ede_initial_schema.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,44579fb20072293233370a95a41ffb051cf31f1d5dbeb99f73f760e6cf97df72,Not exhaustive behavioral review
migrations/versions/7c2f9d41e8a3_ai_memory_consent.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,80317fb493cfadb360e68f0a231d3a1bc2e253cd77315fe66c05c5fabc34d235,Not exhaustive behavioral review
migrations/versions/f4a9c2e71b08_nexus_checkpoint_lifecycle.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,5619e123fcef092c4595539336a97b5a053c47a7fb8bf6f736be3ddee1dc8422,Not exhaustive behavioral review
pyproject.toml,MANUAL_TARGETED_REVIEW,244a01ce8b2d751e2f35699c82a4c758321691f8,2a5b885e297a7e018d3e3e6e66fffae8849aa1d03ced3bb9c35a44ce23d1e484,Not exhaustive behavioral review
scripts/agent_board.py,MANUAL_TARGETED_REVIEW,244a01ce8b2d751e2f35699c82a4c758321691f8,05ccb349440241acba023ee45d01d69c7988999207d7c709c1a8d606cf765ccd,Not exhaustive behavioral review
scripts/bench_caption.py,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,7240713ea6c6a2fa5bbc23fd54f3397f529c2d31b17364f9301e6e41e07b6d1f,Not exhaustive behavioral review
scripts/bench_render.py,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,9cce4963538f2d8c654afbf6040b61ed9c94f269d3213264ecc9d6cb3ccfee9d,Not exhaustive behavioral review
scripts/bootstrap_dev.sh,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,f20cccba49a7a8d14eb871612be96913406edfcd5e6f90681e6f2fe18f7d7aa4,Not exhaustive behavioral review
scripts/bootstrap_env.py,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,650b6ee7f70c206472e3e70291d323b098aa7785e6a288d3751f9aef1cfcb86a,Not exhaustive behavioral review
scripts/check_version_lockstep.py,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,b270ab51de3d8b1910f5e8482a2b63d1e3121136cdafdcc9e8db41b923830d75,Not exhaustive behavioral review
scripts/deploy_smoke.py,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,e9e3f11b341db644b371d1d39104d8f57753e25787f161e2ca258b27a09c37f0,Not exhaustive behavioral review
scripts/extras_matrix.py,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,3fcdfaa76e38e25addbc1e3a1dbd6e163524c0f4bebd2074f34407c6279449dc,Not exhaustive behavioral review
scripts/gate5_mutation_probes.py,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,cd4c66b49a2f78779069b10633634bf5eb945c749963eb9867d98dfd4346fbb6,Not exhaustive behavioral review
scripts/pack_coverage.py,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,a0554dd40e91a314690603abc92d7b234dd0800a90f436574764c331e3249799,Not exhaustive behavioral review
scripts/release_lineage.py,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,29e3f9732adaec08c21bf7ed8d308b619dff40ea75770be65085b477a2b62549,Not exhaustive behavioral review
scripts/smoke_e2e.py,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,67a1962334d7d1fb90a197fb41902ce4354a881e8b05c830f01c04cf8475fa23,Not exhaustive behavioral review
scripts/termux_install.sh,NOT_REVIEWED,244a01ce8b2d751e2f35699c82a4c758321691f8,0f858fc695fec8213d23a407e27118c68f68a327e18f80c10acb99393a505a27,Not exhaustive behavioral review
src/nexus_ai_agent/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,Not exhaustive behavioral review
src/nexus_ai_agent/adapters/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,7f1cca7024f9293fbc3504d987ffb3ed9b30581d5abea23c8c476ce4362fc8d1,Not exhaustive behavioral review
src/nexus_ai_agent/adapters/caption_unavailable.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,6600734ab3367a3da1826724cc093378123dd3353ede98aa35efef7dcc07d9db,Not exhaustive behavioral review
src/nexus_ai_agent/adapters/in_process_job_queue.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,ed6f2004ff34b53ba904c4fb22ba555aa02a6bd2939175b483901053803e3da8,Not exhaustive behavioral review
src/nexus_ai_agent/adapters/langgraph/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,0540daaa59bf8fe2ed65f6b2f3fa4f31ed6df2142431b5dd19b991e0984cc675,Not exhaustive behavioral review
src/nexus_ai_agent/adapters/langgraph/lifecycle_recording.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,40c9c16503af1e86fb9f772a8118f9026da8b4e853efadd1e0341e364bbe9a10,Not exhaustive behavioral review
src/nexus_ai_agent/adapters/whisper_local.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,8267544a01a499eb372b22e83e663ed54ff9bb6ce27e8c6f295f4f16d66fd8de,Not exhaustive behavioral review
src/nexus_ai_agent/agent/__init__.py,DB_PATH_SEARCH_ONLY,244a01ce8b2d751e2f35699c82a4c758321691f8,f7c4638fd668f52117b5957b79fec4da12568d706570941a2b04fe0485730fa2,Not exhaustive behavioral review
